"appTitle","userName","date","score","text"
,"Michal Juras","April 30, 2019",2,"I hate that google is removing features for other than US countries. I'm missing routines and shortcuts from assidtant settings menu. My current routines and shortcuts are still working but I can't change them or add new ones."
,"victor 2.0","April 30, 2019",1,"Mr bros alexa has routines but google home's routines doesnt even appear. Guess I chose the wrong smart home assistant outside of US"
,"Arshad Janjua","April 30, 2019",5,"excellent"
,"Steph Kimmel","April 30, 2019",3,"Just added new Home Mini and now the color options have disappeared from my lights. Mini was extremely frustrating to connect, took about 30 attempts to get it to show up. Does whatever it wants to when I try to play music. Dont get me wrong, I love most Google services, but this one needs a bit of work."
,"The Science Lab","April 30, 2019",4,"buggy af"
,"Jo-anne Erasmus","April 30, 2019",1,"It keeps throwing me off my wifi and connects to a wifi i cant use then says cant connect. When i restart my phone or Google home it doesnt even pick my wifi up anymore so i cant connect. I cant cast from my phone anymore after i had no problems before. I tried everything and nothing is working. Really unhappy 😒"
,"William Koon","April 30, 2019",5,"I like it I like that app"
,"A d J","April 30, 2019",4,"smooth"
,"Genene Bailey","April 30, 2019",2,"I like the concept of what it's suppose to be/do, but it's not an easy app to use in my opinion."
,"angela ortega","April 30, 2019",5,"love it"
,"vineet garga","April 30, 2019",1,"My google home mini is not able to connect through the app. It keeps disconnecting and why is the app after the update made so much complex and full of bugs."
,"Eric Bartholomew","April 30, 2019",5,"Absolutely the best smart home system you could ask for. An amazing assistant and so easy to setup and use. It literally talks you through it. You can piece together your smart home over time using devices from different brands. Extremely versatile. So many devices already work with the Google Home assistant."
,"Sylvia Torres","April 30, 2019",2,"i was really enjoying using my Google home. i recently moved and when i went to set it up. the app no longer detects the device. is there anyway to reset it out getit to connect again?"
,"Daniel","April 30, 2019",1,"garbage. the app is slow even in my pixel 3, there's no way to control things outside of the app (widgets??) and upon being invited to my girlfriends home, who has similar room and lights setup, Google Assistant doesn't know which bedroom lights to control. switching homes causes the app to crash, and i can control her lights from across the city!!! poorly done."
,"Sarfaraz Alam","April 30, 2019",4,"This app has only one drawback, it uses another wifi to setup for the first time. It cannot be done by same mobile wifi."
,"Jose Mirabal","April 30, 2019",1,"There are unknown connected devices to my ""home"" and I cannot remove them. For some reason they are associated with my wifi and email. I have clicked on ""Settings"" and nothing opens. When I go to cast something on my TV, all the random connected devices show up."
,"the rabid pinky","May 1, 2019",1,"so it won't let me log into my account...I use my phone number AND Facebook and it tells me ""oops something went wrong..try another way""...is anyone else having this issue?"
,"Vijay Khedkar","May 1, 2019",1,"Hope less app,dont int...west of time and money"
,"Johan Badenhorst","May 1, 2019",1,"does not want me to sign in with my email"
,"mark harris","May 1, 2019",5,"Going Great"
,"Darshit Agarwal","May 1, 2019",2,"why the heck i could not message any of my matches.....its only shows the feed page that i got a match ......its like other users are also facing the same problem please fix this and bring back all the chats!!!!!!!!!😡😡"
,"Ashok Chavan","May 1, 2019",5,"Awesome"
,"noend11","May 1, 2019",1,"im convinced tinder either does a lot of shadow banning where you get very low visibility to other people or they have messed with their algo too much.. because some phone numbers used for signup perform far differently than others with the same exact bio.... The monthly boost also does nothing sometimes which is a dead giveaway. They're too dumb to make a functioning and fair app anymore they only make regressive algorithms, the rich get richer and the poor get poorer in terms match rates."
,"NKEMOILIM OMOROJIE","May 1, 2019",5,"Nice"
,"Joseph Piarulli","May 1, 2019",1,"Littered with Bots. Not a single match, get bombarded with fake profiles with multiple people of the same same within minutes of each other. And this is with the gold paid package. What kind of vetting is that? Crappy service as a whole. Waste of time in general."
,"Harshit Jaiswal","May 1, 2019",1,"first time I tried to sign up, but it has blocked me, of no reason, and I'm above 18"
,"Nana Asima","May 1, 2019",1,"Since the last update I'm unable to receive new messages!! I'll receive the notification but once I'm in the app I only see old messages I've responded to, please fix or I'm cancelling my subscription & uninstalling the app!"
,"montasser hassan","May 1, 2019",5,"awesome"
,"Sandip Sarkar","May 1, 2019",5,"fantastic"
,"Paul Kareta","May 1, 2019",1,"The app is not working for the last week it keep telling me that: "" something went wrong, try later..."" I just change my location and it's only working if I plug my phone to the computer... If you can manage to do something I will give a better rating"
,"nader sadeghi","May 1, 2019",2,"no good matching all seems they put thier picture's for fun!!!"
,"aman manik","May 1, 2019",5,"the new update sucks. crashing far too often. didn't display matches."
,"Adam Safieddine","May 1, 2019",3,"Enjoy the app and meet cool people. BIG PROBLEM im experiencing at the moment. I cannot view any messages I recieve for the past 3 days. I recieve notifications for messages that cannot be displayed. app is up to date and i dont know what else to do. very annoying!"
,"Saswata Biswas","May 1, 2019",5,"excellent"
,"Fernanda Sánchez","May 1, 2019",1,"It's awful, I used to like it, but lately it crashes so often and logs you out, it doesn't let you get in"
,"Sumit #Uttrakhandi","May 1, 2019",5,"nice"
,"Yuri Kravchik","May 1, 2019",1,"Keeps removing my account. Even with a paid subscription."
,"Jesus Florez","May 1, 2019",1,"DO NOT, I REAPEAT, DO NOT PAY FOR ANYTHING! EVEN IF YOU REMOVE YOUR CARD NUMBER OR DEACTIVATE YOUR ACCOUNT THEY WILL STILL CHARGE YOU! I WANT MY MONEY! STOP CHARGING ME!!!"
,"Alan Brockett","May 1, 2019",1,"Have a match appear in my ""feed"" section but not in the messages section. She sent me a message but doesn't load ""chat window"". It's a disgrace how awful this experience is. Please do your job and fix your terrible app."
,"Julian Smethurst","May 1, 2019",5,"excellant"
,"Andrej ANTOL","May 1, 2019",1,"This app really sucks, shows the same profiles 4 times a day!!! 👺 A lot of fake profiles!! 👺 Add a SPAM button please!"
,"Роман Зайцев","May 1, 2019",1,"Все было отлично до последних обновлений, новые совпадения не отображаются в диалогах. Как итог - невозможность диалога в приложении"
,"Aakash Parmar","May 1, 2019",1,"why is this appsking for email verification every time i open it"
,"Zeeshan Nasir Bhatti","May 1, 2019",1,"i tried many times. app doesn't respond and there is much trouble in sign up process."
,"Shanon Meakins","May 1, 2019",2,"not working,just signed up and its super annoying. it wont let me see my matches or login for that matter"
,"jason hollins","May 1, 2019",5,"it's good"
,"amit patadia","May 1, 2019",5,"superb"
,"Jasvir singh","May 1, 2019",5,"perfect 👍"
,"Rohit Sharma","May 1, 2019",1,"bad app.."
,"Jerry Barriault","May 1, 2019",1,"cant contact anyone unless you pay"
,"Constantin Roman","May 1, 2019",5,"G"
,"iera prada","May 1, 2019",1,"i cant opened tinder as usual. i need re-install again and again but still not helpful. please i need this apps"
,"shubham bajpai","May 1, 2019",5,"nice"
,"Sriragh Pinnapareddy","May 1, 2019",5,"Too many glitches. At one instant it's not at all showing any profiles. No matter what is your distance range and location. Exactly a moment later its entirely different!!!"
,"Bhavin Savla","May 1, 2019",5,"it's aa good app"
,"El Na7at","May 1, 2019",1,"app doen't open!"
,"Rachel Adams CarreonMartinez","May 1, 2019",5,"great"
,"Stacy Scott","May 1, 2019",1,"I DIDNT APPROVE ANY CHANGES TO MADE TO MY PHONE!!!!!I PRESSED NO FOR APP TO MONITOR MY CALLS.APP IS ADDING A FAKE LOCK SCREEN TO MY PHONE AND FLOODING ME WITH ADS EVEN WHEN I DONT HAVE APP OPEN ,MY PHONE IS STARTING TO FREEZE I WILL BE UNINSTALLING AND RECOMMEND ALL OTHERS NOT TO USE IT.IT DOESNT APPEAR SAFE AT ALL!!!"
,"Annette Hunter","May 1, 2019",5,"i like it."
,"avnish dubey","May 1, 2019",4,"good"
,"Jakes Lourens","May 1, 2019",5,"Very spot on"
,"Danny daniel","May 1, 2019",5,"good good"
,"Ngety Tsabedze","May 1, 2019",5,"awesome"
,"B- Riney","May 1, 2019",1,"app took control of my phone"
,"luna tic","May 1, 2019",1,"way to many ads and didnt meet uts own set standards"
,"Richard Sanches","May 1, 2019",5,"like it"
,"Chris Rodabaugh","May 1, 2019",5,"life changing!"
,"Pitambar Jaanu","May 1, 2019",4,"very good"
,"Michelle Thomas","May 1, 2019",5,"very interesting"
,"beb Kerli","May 1, 2019",5,"it's great!"
,"Manesvini Vijayamurthy","May 1, 2019",1,"Very bad... Consuming lot of charge"
,"Darrell Rollins","May 1, 2019",5,"Hits the nail on the coffin"
,"Hemkarn Singh Chahal","May 1, 2019",5,"lovely"
,"larry vanover","May 1, 2019",5,"it was good information for me"
,"Sunanda Kulkarni","May 1, 2019",1,"worsttttttt appp do not download"
,"Patel Dharmik","May 1, 2019",5,"😉😎😋"
,"Meenu Sharad","May 1, 2019",5,"exactly right for me"
,"Aarchi Gupta","April 30, 2019",5,"mind blowing..."
,"Varshini Moni","April 30, 2019",1,"unnecessary adds are coming"
,"Pamela Croley","April 30, 2019",5,"let's me see what's going on"
,"Orionbelt430 rea","April 30, 2019",5,"amazing"
,"Meera Bhattarai","April 30, 2019",1,"worst"
,"That kid","April 30, 2019",1,"gave me ads when i unlock my phone"
,"Patricia Welch","April 30, 2019",5,"Great inspiration, knowledge n insight!!!"
,"saranya sindhu","April 30, 2019",5,"true words of our life.. worth believing"
,"LaWanda Jackson","April 30, 2019",5,"love it"
,"Elizabeth Durrett","April 30, 2019",5,"its ok"
,"Abhinav Kumar","April 30, 2019",5,"good"
,"Aastha Bajpai","April 30, 2019",5,"app is gud enough but tooo many ads... are there to irritate....🤔"
,"Sionehekuau Kupu","April 30, 2019",5,"😎"
,"swagmasterhokage nartou","April 30, 2019",1,"one reason only i have deleted this app and i still get notifacations for it. explain"
,"Rahul Aryn Aryn","April 30, 2019",5,"😎 cool"
,"Heraced Lee Lim","April 30, 2019",5,"awesome"
,"Patricia Adams","April 30, 2019",1,"Even after I blocked notifications, it would REPEATEDLY pop up and open on its own! Waaaaaay too pushy. Definitely had to uninstall just to get some peace."
,"Ryan Wade","April 30, 2019",5,"legit"
,"Natasha Jordan","April 30, 2019",5,"so true"
,"Alison Ellis","May 1, 2019",1,"I uninstalled it and my dad got a huge bill! this is outrageous please avoid this scam at all costs"
,"Elana","May 1, 2019",5,"ausome"
,"senthil Kumari","May 1, 2019",5,"good nice app"
,"Amit Solanki","May 1, 2019",1,"😡😡😡😡😡😡😡😡"
,"Gudiya Kashyap","May 1, 2019",3,"😊😊😊"
,"Roshmi Chetia","May 1, 2019",1,"I donot like it"
,"R M Creations","May 1, 2019",1,"very bad app nothing in it"
,"Harvinder Sharma","May 1, 2019",1,"worst app i ever see bakwas hai sab"
,"Dip Kanjilal","May 1, 2019",1,"Wrost application.... 😡😡😡😡😡 Don't waste your time and also ur data..."
,"sawda sawda","May 1, 2019",5,"I love it"
,"Mohd Azeem Patel","May 1, 2019",1,"wast"
,"webkraft s","May 1, 2019",1,"we need to buy a pack!!!???****"
,"Ian Nicolas Hovelaque","May 1, 2019",1,"bad experience"
,"Simon Claydon","May 1, 2019",1,"28 per month??? No!"
,"sanjay mohanta","May 1, 2019",5,"Jay sreeram"
,"Challenges . com","May 1, 2019",3,"u should give all the things to try free"
,"Dinesh SHETTY","May 1, 2019",5,"sanath"
,"charan rina ben vishnudan","May 1, 2019",5,"good"
,"Virender Kumar","May 1, 2019",1,"it is a total scam plz don't waste your money onthis app as when you write all the details and then open the app then after the three days of free trial they will take the money from your account or credit card without any warnings"
,"irfhan aznan","May 1, 2019",1,"scammer app dont install if you dont want to lose you money"
,"Christopher Norris","May 1, 2019",1,"RUBBISH AND BLOODY MONEY TO BE CONSIDERED FOR THIS APP ,AND DISGUSTING SERVICE"
,"Ashley Updegraff","May 1, 2019",5,"Just started it but so far its good"
,"Kea Withers","April 30, 2019",1,"u go on and it charges you money and doesnt let u on like what game would charge money"
,"regina wright","April 30, 2019",1,"garbage"
,"Reaper_ Gaming","April 30, 2019",5,"thanks for give me a free game😓 ok bye!"
,"Eric Begay","April 30, 2019",1,"is not free"
,"Sarah Minkey","April 30, 2019",1,"I thought it was free. I'm not paying for that."
,"patil bhumi","April 30, 2019",5,"no money"
,"Robert Zytniak","April 30, 2019",1,"Total scam $40 subscription that I did not authorized. too bad I can't give zero stars"
,"Scout Bean","April 30, 2019",1,"this app isn't great because it says you can do a 3 day free trial but then it say ""how do you want to pay""? stupid! and it's $29 just to see how you will look in the future!😠😲 so mad! don't wast your money on this, don't even install!"
,"Kaushik Dhali","April 30, 2019",5,"nice app"
,"Kimberly Matkins","April 30, 2019",5,"love it accuracy"
,"Ishimwe Faustin","April 30, 2019",5,"good"
,"Cari Friesen","April 30, 2019",1,"horrible you have to pay and it is so bad I'm going to cry"
,"Unicorn Eleutice","April 30, 2019",1,"HORIBLE"
,"Swago Killer","April 30, 2019",1,"scam couldnt even see results dont spend money on this"
,"Sujal Y","April 30, 2019",1,"Need to pay 2450 every month its way over priced"
,"Simran Kaur","April 30, 2019",1,"cannot do anything without premium"
,"Rithik Ji","April 30, 2019",5,"Good"
,"Murali Karthik","April 30, 2019",1,"MONEY IS WASTE please everyone do not use this app. its the very worst app in the play store at the same time waste of money........."
,"Harry Potter","May 1, 2019",1,"it doesnt show you how you will look without paying"
,"Zane Wagner","May 1, 2019",5,"hsh"
,"Nasir Uddin","May 1, 2019",5,"nice"
,"Aruu vazhoor","May 1, 2019",1,"why are you asking money give it for free"
,"X Yx","May 1, 2019",1,"Worst app.Do not install."
,"Samrat Maurya","May 1, 2019",5,"umm"
,"BARRY WHITTINGTON","May 1, 2019",1,"Disgraceful. I have many reasons to explain why I hate this app. First, due to my feelings, it is probably fake, I mean, just from seeing a palm on a screen, how can you predict my future?! Also, it is just a computer on this app, for goodness sake. If I could, I would certainly delete this awful app, in fact I would even permanently get rid of it on the app store as well. The stupid 'Free Trial' note popped up on my screen, I tried to get rid of it, but it wouldn't go. I'm deleting this app"
,"Stephine & Annie","May 1, 2019",5,"good"
,"esme clark","May 1, 2019",1,"it said it was free but no it was 88.99 a month!!😡🤬"
,"A Google User","May 1, 2019",5,"great"
,"Jody Cloarec","May 1, 2019",1,"this stupid app keeps charging me 40 dollars a month and I never signed up for a subscription, I want my money returned immediately"
,"siva kumar","May 1, 2019",1,"worst app, useless, I've dowloaded it and then uninstalled in the next 5 minutes,"
,"nahida islam","May 1, 2019",5,"Nice"
,"William Chong","May 1, 2019",1,"IT IS A SCAM APP, UNINSTALL IMMEDIATELY ! IT WILL COLLECT YOUR CREDIT CARD INFO BEFORE YOU CAN USE IT. IT WILL CHARGE YOUR CREDIT CARD AUTOMATICALLY IF YOU FORGOT TO CANCEL. WHEN MY FRIEND TRIED TO CANCEL IT SUBSCRIPTION, IT IS ALWAYS FAILED TO STOP ! THEN CREDIT CARD WILL BE CHARGED. PLAY STORE SHOULD LOOK AT IT."
,"Lyat HaKohen","May 1, 2019",5,"טוב מאוד"
,"Meenakshi Natarajan","May 1, 2019",5,"nice app"
,"garvit AGRAWAL","May 1, 2019",1,"free nhi hai trail bhi"
,"Samra Alima","May 1, 2019",5,"so beauty"
,"Gamer James","May 1, 2019",1,"boring"
,"Hamed Sharifi","May 1, 2019",3,"ffff"
,"Alya Syafrina","May 1, 2019",1,"murah manapun, aku takkan bayar untuk app tak berfaedah ni."
,"Lucky Kohli","May 1, 2019",1,"waste of Time 😑😑"
,"Diablo","May 1, 2019",1,"noob app ........requires money for everything"
,"Rijia Begam","May 1, 2019",5,"Old"
,"Jitendra jittu belha","May 1, 2019",5,"very good app"
,"DAZZLING GOLD","May 1, 2019",1,"☹️☹️☹️☹️☹️☹️not good app hate it 😶😶😶😶😶😶😶"
,"Laya Satish","May 1, 2019",5,"but why i don,t get this app.."
,"Gaming Ava Lau","May 1, 2019",4,"this is actually good! but im not sure if its real.."
,"Pritesh Valand","May 1, 2019",5,"super"
,"Maruthi Hardware","May 1, 2019",5,"nyc"
,"SHIVAM SAUDEKAR","May 1, 2019",1,"stupid app"
,"Vishwanatha Holla","May 1, 2019",1,"waste app do not install"
,"Gause Sayed","May 1, 2019",1,"very bad not at all same shown as in the picture"
,"Reena Sharma","May 1, 2019",1,"its very nice app"
,"E.M.PREETHI Preethi","May 1, 2019",1,"not nice but good"
,"zack empire","May 1, 2019",4,"fun"
,"Kat Rose","May 1, 2019",1,"It's a cute little app but I wouldn't pay for it at all. The fact you can only do few things on it as a free member kind of sucks. there's so much more I wanted to learn. As a mom my money goes to my son and his needs. nice app, but definitely not paying for a 4.99 monthly thing or whatever."
,"mallikarjun roxx","May 1, 2019",5,"okay"
,"rumina shufiza","May 1, 2019",1,"scammer app dont install if you dont want to lose your money"
,"hadi ghani","May 1, 2019",1,"i hate this"
,"Divyesh Murabiya","April 29, 2019",1,"third class app"
,"janvi pundir","April 29, 2019",1,"bad app"
,"All in OnE","April 29, 2019",1,"bekar hai pura"
,"Sudhir Singh","April 29, 2019",5,"great"
,"Shartack Gaming","April 29, 2019",1,"This app is very bad. Everything in this requires premium version"
,"luula and Ahmed and fatima channel","April 29, 2019",5,"it is amzing the fantastic face"
,"Bacon and Eggs","April 29, 2019",1,"it said the app was free but when you got on it, it made u pay to use the app and when i tried to see what i looked like when i was older IT WASN'T EVEN LIKE THE AD.!??!?!"
,"kathy buitte","April 29, 2019",5,"Love this app."
,"Sagar Arde","April 28, 2019",1,"Not even a single trial without payment.Would rate Low for the same, which disappoints the exitement and curiosity."
,"LeBron James","April 28, 2019",1,"horrible. absolute scam. not even a good one either lol"
,"Areeba Khan","April 28, 2019",1,"it's not work that good"
,"Jessica Diaz","April 28, 2019",1,"I don't like how the face scanner is not working, please fix it, I find it useless or just old."
,"etro epla","April 28, 2019",1,"I hate it"
,"Paige Floyd","April 28, 2019",1,"It wouldn't stop loading ugh don't bother trying it"
,"Thomas Gibson","April 28, 2019",1,"HATE IT"
,"Shannon Garnett","April 28, 2019",5,"good bfjff dj and they ieo and they have to be in a relationship but I have no money and they said it was fast I don't have any more pics of building please send the details of building I have i I full Andrew they said it was"
,"Shephali Porya","April 28, 2019",1,"Wasted"
,"Marilyn Baker","April 28, 2019",1,"you cant do anything! you have to pay this stupid app. and only 3 days free! are you kidding. this is a scam!"
,"Kristine Smith","April 28, 2019",3,"good"
,"luke Rimen","April 28, 2019",1,"have to pay bad anyway"
,"Kevin hatchett","April 28, 2019",1,"80.00 dollars a year.. uninstalled."
,"Alessandra Eva Trotman-Hyde","April 28, 2019",1,"this is the worst game i have ever had !!! you have get premium for everything just so you can get a flipping result !!!!"
,"Antonio Mendoza","April 28, 2019",5,"I love this app"
,"Christopher Odebunmi","April 28, 2019",5,"it is awesome"
,"Christopher Mann","April 28, 2019",1,"i dont know if the creators can see this but i got funded for this when i didnt accept and ask for a refund"
,"M Sambasivarao","April 28, 2019",1,"very waste app"
,"suhana khan","April 28, 2019",5,"Nice"
,"CherylPie :3","April 28, 2019",4,"👌"
,"Yummy India","April 28, 2019",1,"very bad this is not free app yaar bs old agr hum kaise honge iske lie hum pay karenge mat to kbhi na kru😠😠😠😠😠😠😠😠😠😠meri trf se 0 star"
,"Faliga Meeran","April 28, 2019",5,"super"
,"Mr. Sneh Dahikar","April 28, 2019",1,"bakwas"
,"Arshdeep Singh","April 28, 2019",1,"wrost app"
,"Alen Dutta","April 28, 2019",5,"it is a very nice app"
,"Sakshi Rajput","April 28, 2019",1,"bakwass hai .."
,"Solanki Kalpesh","April 28, 2019",5,"super"
,"Riyavudeen Jiyavudeen","April 28, 2019",1,"So"
,"Hitesh Solanki","April 28, 2019",1,"worst app in the world"
,"sean cortez","April 28, 2019",5,"cool"
,"Manuel Desa","April 28, 2019",2,"its a cool idea, but the fact that you have to use a way over priced subscription for more than 1/3 of the scannings in this app is very disappointing... undownloaded in 2 DAYS."
,"Alana Coleman","April 28, 2019",1,"have too pay so you cant do it like:£29:99 per month i gave one star cause it looks cool"
,"Siti Najiha","April 30, 2019",5,"good"
,"Harsh Yadav","April 30, 2019",5,"nice app"
,"علی جانی","April 30, 2019",1,"چرته"
,"Jeevika 2007","April 30, 2019",1,"I don't even want to give one star . the way your video is there is nothing like that in the app U want us to pay for each and everything U could have told us this before it self in the video"
,"Elizabeth Howell","April 30, 2019",1,"Terrible don't play"
,"Mohd Saiful Muazam","April 30, 2019",5,"i like"
,"Arieyana Hazranshah","April 30, 2019",1,"I dont want to tell about it"
,"Miro Taut","April 30, 2019",5,"so amazing"
,"Dhiraj Kumar","April 30, 2019",5,"wow"
,"Fs Fs","April 30, 2019",5,"how I can play"
,"Roja Addanki","April 30, 2019",1,"chee"
,"Pvkraju 678","April 30, 2019",5,"nice"
,"Raghav Shukla","April 30, 2019",5,"EB S"
,"Siddharth Ghorai","April 30, 2019",5,"good"
,"Shirly Susila","April 30, 2019",5,"good"
,"bhawana bhatia","April 30, 2019",1,"most worst game in the world 😡😡😡😡😡"
,"Janneke Van De Ven","April 30, 2019",1,"you have to pay for 8/10 features. and the readings are very basic"
,"Veereshhiremath@mail.com Hiremath","April 30, 2019",1,"it's fake"
,"Priyanka Sikka","April 30, 2019",2,"nothing"
,"Shankar Salunke","April 30, 2019",5,"faltu"
,"Chatu Mouni","April 30, 2019",1,"it's waste app. This app is asking to pay amount. I hate this app. waste of time 🕑and waste of money 💰"
,"the plaze channer umralkar","April 30, 2019",5,"nice"
,"Helen Connor","April 29, 2019",1,"do not download this game really bad game"
,"Moon Light","April 29, 2019",1,"Unrealistic"
,"Soham Pawar","April 29, 2019",5,"cool it was nice experience I love it"
,"miss puppet","April 29, 2019",1,"you cant do any thing unlesa you want to pay 22.99 a month"
,"Vignesh War","April 29, 2019",1,"It's too waste it's lie"
,"Mukesh Kharadi","April 29, 2019",5,"nashta"
,"rizwana chaturvedi","April 29, 2019",5,"love it"
,"Riju Ramanan","April 29, 2019",1,"very expensive app"
,"fier dauz","April 29, 2019",1,"poor always need money"
,"Kazzy Kats","April 29, 2019",1,"It says it's free by downloading it, but when you open the app it says you have to pay for everything. This happens so much and I am just tired of it. I give a 1 star."
,"Bhagirathsinh Jadeja","April 29, 2019",5,"nice"
,"The Demon Slender","April 29, 2019",1,"would give zero, everything costs money so this is stupid asf"
,"Sarita Shiv","April 29, 2019",5,"good"
,"Emily Brewer","April 29, 2019",1,"why does all of them cost money I hate it"
,"Tide Marcellin","April 29, 2019",5,"fun"
,"Tushar Charde","April 29, 2019",1,"Don't use this app totally useless."
,"Shawna Cooper","April 29, 2019",2,"i is not wrokeing"
,"Lex Tack","April 29, 2019",1,"its free ti download but yet once you open the app its like oh to do all this you must pay like no why do that!"
,"Jasmine Wolvenblade","April 29, 2019",1,"buggy and edita your phone"
,"Pam Ray","April 29, 2019",5,"great"
,"vishwa shanthi","April 29, 2019",5,"good"
,"o. s creations","April 29, 2019",5,"very nice app"
,"Abdulahi Tasliman","April 29, 2019",5,"It great"
,"Renee Mccoy","April 29, 2019",5,"love it"
,"Shyam Kumbhar","April 29, 2019",2,"I like this app ."
,"suman das","April 29, 2019",5,"Woooo it's good enough"
,"Rithin Nivas","April 29, 2019",5,"making me happy"
,"Mansoon Mohanty","April 29, 2019",4,"not bad"
,"Pabitra Kumar Nayak","April 29, 2019",5,"very best app....."
,"waffles 2002","April 29, 2019",3,"This app is amazing you can even explore things abouut yourself and it really tells the things about you OMG!😱😱😱😱😱😱🤪🤪🤪😳😳😳😳😳😳❤️❤️❤️❤️❤️❤️"
,"Bhavya Thareja","April 29, 2019",5,"Nice"
,"Hattie Rodgers","April 28, 2019",5,"interesting !"
,"Dhananjoy Wangkhem","April 28, 2019",5,"waiting for results"
,"Soge Serizawa","April 28, 2019",5,"oh nice.im like"
,"Vickram Behera","April 28, 2019",5,"nice"
,"Steven Mendez","April 28, 2019",1,"terrible"
,"desperate_enuf","April 28, 2019",1,"Too many ads! I dont know how but gheres a bunch of them even i you arent on the app! Ig you want a REAL HOROSCOPE APP get daily horoscope"
,"Simran Arora 23","April 28, 2019",4,"niCe"
,"Helena Brennan","April 28, 2019",1,"i have to go into google play to uninstall just no"
,"Robert Lee","April 28, 2019",5,"gimin"
,"Mckenzie Billups","April 28, 2019",5,"good"
,"Lawrence Johnson","April 28, 2019",5,"yup yep yup"
,"AMEYOMG","April 28, 2019",1,"too many ads"
,"Tremaine James","April 28, 2019",4,"ok"
,"Trupthi Ganga","April 28, 2019",5,"super app"
,"Nichole Bell","April 28, 2019",5,"love it"
,"Rowel Retreta","April 28, 2019",5,"feels great ❤️"
,"Francis Rain","April 28, 2019",5,"great"
,"naveen sk","April 28, 2019",5,"good"
,"Moka Shady","April 28, 2019",5,"Amazing app 🦄💜"
,"Dimpho Motaung","April 28, 2019",1,"bored"
,"Nicole Ahumada","April 28, 2019",1,"too many ads ✌🏽"
,"Tracy Robinson","April 28, 2019",5,"very interesting"
,"Adrian Phillips","April 28, 2019",5,"love it"
,"Mohamed Taha","April 28, 2019",4,"البرنامج حلو بس الوحش الفيه ان مينفعش اغير اللغه لعربي من الاعدادات"
,"Kinsey Wilk","April 28, 2019",4,"Great app, but shows on screen"
,"ROBERT WILSON","April 28, 2019",5,"i like"
,"Oishi Chatterjee","April 28, 2019",1,"Worst app ever. Do not install it. It'll just take over all the info in your phone."
,"Danielle Robinson","April 23, 2019",5,"i love this app"
,"A Google User","April 23, 2019",5,"The app stops working from time to time. Then I can't access it. Right now for example. The app is blank. And nothing I do brings it back. So I have to uninstall and reinstall several times. And still get the message box stating there was an unexpected error. It is very frhstraing. I lost my VIP status for awhile. It makes me wonder if this is a manipulation of the app to discourage use of the app."
,"Robert Cook","April 23, 2019",5,"we"
,"Ronda Silas","April 23, 2019",3,"good"
,"Tomika Wyns","April 23, 2019",5,"love it,ready to win this year,Lots of good offers,cool games."
,"Dustin Goforth","April 23, 2019",4,"let's see"
,"Fran Smith Hicks","April 23, 2019",3,"I haven't heard of anyone winning just people want you to order magazines products"
,"Catherine Kirkpatrick","April 23, 2019",5,"Surprize!!! Show Me the MONEY!!!"
